ct,open,high,low,close,volume,cumulative_delta,vah,val,poc_vol
2026-05-19 13:35:00,7399.5,7402.25,7395,7395.5,7597,-14418,0,0,0
2026-05-19 13:40:00,7395.5,7398.25,7393.75,7397.25,7161,-14750,0,0,0
2026-05-19 13:45:00,7397,7397.5,7392,7395.75,7094,-332,0,0,0
2026-05-20 09:45:00,7421.5,7423.5,7414.5,7418.75,16082,101,0,0,0
2026-05-20 09:50:00,7419,7427,7417.25,7426,12595,118,0,0,0
2026-05-20 09:55:00,7425.75,7433.5,7424.25,7430.75,20431,110,0,0,0
2026-05-20 11:05:00,7441.5,7444.25,7438.75,7440.5,6911,97,0,0,0
2026-05-20 11:10:00,7440.5,7441.75,7437,7439.5,6804,103,0,0,0
2026-05-20 11:15:00,7439.5,7440.25,7434,7435.75,8752,113,0,0,0
2026-05-20 11:20:00,7435.75,7436.25,7427.5,7430.75,19792,101,0,0,0
2026-05-20 11:25:00,7430.5,7430.5,7423.75,7428.25,16229,94,0,0,0
2026-05-20 12:00:00,7489.25,7492.5,7487.5,7488.5,26,51,0,0,0
2026-05-20 12:05:00,7488.75,7488.75,7487,7487,2,61,0,0,0
2026-05-20 12:10:00,7486.5,7499,7486.5,7492.75,42,10,0,0,0
2026-05-21 08:30:00,7477.5,7478.75,7472.25,7477,38,-10,0,0,0
2026-05-21 10:55:00,7491,7491.25,7489.25,7489.25,9,-76,0,0,0
2026-05-21 11:00:00,7491.5,7493.5,7491.5,7492,6,-72,0,0,0
2026-05-21 11:05:00,7490.75,7494,7490.75,7493.25,6,4,0,0,0
2026-05-21 11:45:00,7486.75,7486.75,7478.5,7478.5,19,-13,0,0,0
2026-05-21 11:50:00,7478.5,7480,7477.25,7480,9,-3,0,0,0
2026-05-21 11:55:00,7483.5,7485,7482.75,7484,10,-6,0,0,0
2026-05-25 08:30:00,7619,7623.5,7619,7622.75,14,4,0,0,0
2026-05-25 09:50:00,7557.5,7558.25,7555.25,7555.75,2118,-1150,0,0,0
2026-05-25 09:55:00,7555.5,7557,7554.25,7555.5,2278,-1297,0,0,0
2026-05-25 10:00:00,7555.5,7556.25,7554.25,7555,1241,-147,0,0,0
2026-05-25 10:20:00,7623.75,7623.75,7619.75,7621,13,-9,0,0,0
2026-05-25 10:25:00,7620.5,7623.5,7620.25,7620.25,8,8,0,0,0
2026-05-25 10:30:00,7618.75,7619.25,7618,7619.25,5,-3,0,0,0
2026-05-25 11:40:00,7557.25,7558.75,7556.75,7558.5,754,1766,0,0,0
2026-05-25 11:45:00,7558.75,7562.5,7556.5,7562.5,2298,224,0,0,0
2026-05-25 11:50:00,7562.25,7563.25,7559.5,7560,2108,36,0,0,0
2026-05-25 11:55:00,7560.25,7564.75,7559.75,7564.5,2092,288,0,0,0
2026-05-26 08:30:00,7596.25,7598.5,7587.75,7587.75,62,-28,0,0,0
2026-05-27 08:30:00,7601.25,7606.25,7600,7603.25,52,2,0,0,0
2026-05-27 08:55:00,7597.75,7599,7593,7599,25,-29,0,0,0
2026-05-27 09:00:00,7598.5,7607,7597.5,7607,54,-52,0,0,0
2026-05-27 09:05:00,7607,7607,7595.5,7600.25,107,-23,0,0,0
2026-05-27 09:10:00,7600.25,7602.5,7596,7602.5,15,-1,0,0,0
2026-05-27 09:15:00,7602,7607.5,7602,7606.75,18,-40,0,0,0
2026-05-27 09:20:00,7607,7607,7593.75,7593.75,31,3,0,0,0
2026-05-27 13:35:00,7540.5,7541,7537.5,7541,6144,-19753,0,0,0
2026-05-27 13:40:00,7541,7542.75,7539.75,7541.75,4971,-19496,0,0,0
2026-05-27 13:45:00,7541.75,7544,7541.5,7541.75,4721,-20059,0,0,0
2026-05-28 08:30:00,7578,7578.5,7576,7576.5,4329,-2258,0,0,0
2026-05-28 08:35:00,7576.5,7577.5,7574.5,7575.75,4336,-2137,0,0,0
2026-05-28 08:40:00,7575.75,7579,7575.5,7578.5,4953,-3100,0,0,0
2026-05-28 08:45:00,7528.5,7532,7526,7527.25,15593,740,0,0,0
2026-05-28 08:50:00,7527.25,7537.25,7526.25,7531.75,26556,1668,0,0,0
2026-05-28 08:55:00,7531.75,7536.25,7530.5,7535.75,11058,1907,0,0,0
2026-05-28 09:00:00,7581.25,7583,7580.25,7581.25,4161,3667,0,0,0
2026-05-28 09:05:00,7581.25,7582.25,7578.25,7578.25,4295,11729,0,0,0
2026-05-28 09:10:00,7578.5,7579.25,7576.5,7577,4038,13153,0,0,0
2026-05-28 09:15:00,7576.75,7577.75,7575,7575.5,4853,12032,0,0,0
2026-05-28 09:20:00,7575.25,7579.25,7575.25,7578.5,5065,12840,0,0,0
2026-05-28 09:25:00,7578.5,7579.25,7576.25,7576.5,3939,10115,0,0,0
2026-05-28 09:30:00,7576.75,7578.5,7575.5,7576,4394,9572,0,0,0
2026-05-28 09:35:00,7576,7578.75,7575,7578.25,3748,11608,0,0,0
2026-05-28 09:40:00,7578.5,7579.75,7577.5,7578.75,3263,9805,0,0,0
2026-05-28 09:45:00,7579,7582.5,7578.5,7582,6795,10690,0,0,0
2026-05-28 09:50:00,7582,7583.75,7581.25,7582.5,6598,9619,0,0,0
2026-05-28 09:55:00,7582.5,7582.5,7580.25,7581,3793,11663,0,0,0
2026-05-28 10:00:00,7581,7583,7580,7582.75,3823,10831,0,0,0
2026-05-28 10:05:00,7582.75,7583,7581,7581,3238,10206,0,0,0
2026-05-28 10:10:00,7581,7581.25,7578.75,7579.25,5280,10491,0,0,0
2026-05-28 10:15:00,7579.25,7582.5,7578,7580.5,10843,11082,0,0,0
2026-05-28 10:20:00,7580.25,7582.25,7579.25,7582.25,3187,12513,0,0,0
2026-05-28 10:25:00,7582,7582.75,7581,7581.75,3220,12314,0,0,0
2026-05-28 10:30:00,7581.75,7582,7578.75,7579.25,3782,12723,0,0,0
2026-05-28 10:35:00,7579,7579.5,7577,7577.75,4345,12286,0,0,0
2026-05-28 10:40:00,7577.5,7579.25,7576.75,7577.5,3730,11594,0,0,0
2026-05-28 10:45:00,7577.75,7578.25,7576,7577,3262,11914,0,0,0
2026-05-28 10:50:00,7576.75,7579.5,7576,7579.25,3852,11593,0,0,0
2026-05-28 10:55:00,7579,7580,7576.5,7576.5,2985,10736,0,0,0
2026-05-28 11:00:00,7576.5,7578.25,7575.25,7578,4588,11012,0,0,0
2026-05-28 11:05:00,7577.75,7579.25,7577.75,7578.25,3386,11114,0,0,0
2026-05-28 11:10:00,7578.25,7579.5,7576.25,7576.75,3124,13029,0,0,0
2026-05-28 11:15:00,7576.75,7578.75,7576,7577.25,3228,13344,0,0,0
2026-05-28 11:20:00,7577.5,7580,7576.75,7580,3623,12824,0,0,0
2026-05-28 11:25:00,7579.75,7582.25,7579.75,7582.25,5089,12349,0,0,0
2026-05-28 11:30:00,7582,7585.25,7581.75,7584,8645,11703,0,0,0
2026-05-28 11:35:00,7584,7586.25,7583,7586.25,5667,12034,0,0,0
2026-05-28 11:40:00,7586.25,7586.5,7582,7582.25,6376,12238,0,0,0
2026-05-28 11:45:00,7582,7584.75,7581.5,7582.25,6654,11845,0,0,0
2026-05-28 11:50:00,7582,7584,7579.75,7583,14895,12477,0,0,0
2026-05-28 11:55:00,7582.75,7584.25,7580.5,7582,18003,12632,0,0,0
2026-05-28 14:15:00,7576.75,7578.75,7576,7577.25,3228,9421,0,0,0
2026-05-28 14:20:00,7577.5,7580,7576.75,7580,3623,10016,0,0,0
2026-05-28 14:25:00,7579.75,7582.25,7579.75,7582.25,5089,595,0,0,0
2026-05-29 08:30:00,7590.5,7594.5,7586.75,7591.75,26492,-5,0,0,0
2026-05-29 08:35:00,7591.5,7598.75,7591,7598.5,18135,49,0,0,0
2026-05-29 08:40:00,7598.75,7606,7597,7605.75,17498,51,0,0,0
2026-05-29 08:45:00,7605.25,7606,7601.75,7602,7640,66,0,0,0
2026-05-29 08:50:00,7602,7602.25,7598,7599.75,6961,46,0,0,0
2026-05-29 08:55:00,7600,7600.5,7595.5,7597.75,7604,40,0,0,0
2026-05-29 09:00:00,7598,7600.5,7596,7596.75,5961,28,0,0,0
2026-05-29 09:05:00,7596.75,7598.75,7595.25,7598,4764,39,0,0,0
2026-05-29 09:10:00,7597.75,7599.75,7595.5,7597.75,6394,34,0,0,0
2026-05-29 09:15:00,7597.75,7600.25,7597.5,7598.5,4018,37,0,0,0
2026-05-29 09:20:00,7661.25,7663.25,7655.75,7655.75,27,3,0,0,0
2026-05-29 09:25:00,7655,7660.25,7652,7658.25,48,-32,0,0,0
2026-05-29 09:30:00,7660.75,7662.25,7655.5,7661.5,9,-3,0,0,0
2026-05-29 09:35:00,7595.25,7596.25,7592.75,7593.75,5815,-20,0,0,0
2026-05-29 09:40:00,7594,7595,7590.25,7590.75,6599,-21,0,0,0
2026-05-29 09:45:00,7590.75,7592.25,7590,7591.25,5659,23,0,0,0
2026-05-29 09:50:00,7591,7593.25,7588.5,7588.5,8550,9,0,0,0
2026-05-29 09:55:00,7588.5,7588.75,7582.5,7583.25,12653,2,0,0,0
2026-05-29 10:00:00,7583.25,7588.25,7581.75,7588,10725,24,0,0,0
2026-05-29 10:05:00,7588.25,7590,7587.25,7590,6420,46,0,0,0
2026-05-29 10:10:00,7590,7591.75,7586.25,7587.75,7886,35,0,0,0
2026-05-29 10:15:00,7588,7590,7586.25,7589.75,7331,61,0,0,0
2026-05-29 10:20:00,7589.75,7593,7589.5,7592.5,6028,70,0,0,0
2026-05-29 10:25:00,7592.5,7594.5,7591,7593.25,5724,70,0,0,0
2026-05-29 10:30:00,7593.5,7598.25,7593.25,7597.25,6886,67,0,0,0
2026-05-29 10:35:00,7597.25,7598,7594.5,7597,6182,59,0,0,0
2026-05-29 10:40:00,7596.75,7597.5,7593.75,7594.5,4695,53,0,0,0
2026-05-29 10:45:00,7594.5,7594.75,7584.5,7588.5,24297,58,0,0,0
2026-05-29 10:50:00,7588.75,7590.5,7585.25,7587.5,8598,57,0,0,0
2026-05-29 10:55:00,7587.5,7589.25,7584.5,7585.5,7325,56,0,0,0
2026-05-29 11:00:00,7585.25,7589.75,7583.75,7589.25,8819,59,0,0,0
2026-05-29 11:05:00,7589.25,7593.75,7589,7593.25,5640,82,0,0,0
2026-05-29 11:10:00,7593.25,7595.75,7592.25,7594.5,6501,79,0,0,0
2026-05-29 11:15:00,7594.25,7595.25,7590.25,7592.75,8348,81,0,0,0
2026-05-29 11:20:00,7592.5,7596.75,7591.5,7595.5,5928,71,0,0,0
2026-05-29 11:25:00,7595.5,7599.5,7593.75,7599.25,6821,65,0,0,0
2026-05-29 11:30:00,7599.25,7603,7599,7602.75,8426,95,0,0,0
2026-05-29 11:35:00,7602.75,7605.75,7601.25,7605,10446,108,0,0,0
2026-05-29 11:40:00,7605,7607,7602.5,7602.5,9658,132,0,0,0
2026-05-29 11:45:00,7602.75,7604.25,7600.25,7602.5,7876,160,0,0,0
2026-05-29 11:50:00,7602.5,7604,7594.5,7596.25,26096,188,0,0,0
2026-05-29 11:55:00,7596.25,7599,7593.25,7595,37870,183,0,0,0
2026-05-29 13:20:00,7589.75,7593,7589.5,7592.5,6028,56,0,0,0
2026-05-29 13:25:00,7592.5,7594.5,7591,7593.25,5724,52,0,0,0
2026-05-29 13:30:00,7593.5,7598.25,7593.25,7597.25,6886,52,0,0,0
2026-05-29 13:45:00,7655,7655,7646.75,7650.75,25,43,0,0,0
2026-05-29 13:50:00,7652,7652,7647.75,7649.5,26,43,0,0,0
2026-05-29 13:55:00,7650.75,7651,7646,7646,6,0,0,0,0
2026-06-01 08:30:00,7596.25,7601,7596,7599.5,16014,-78,0,0,0
2026-06-01 08:35:00,7599.75,7600.75,7597.25,7599.75,6330,-73,0,0,0
2026-06-01 08:40:00,7600,7601,7598.75,7599,4078,-72,0,0,0
2026-06-01 08:45:00,7599,7599.75,7596.75,7599.5,5926,-76,0,0,0
2026-06-01 08:50:00,7599.25,7607.25,7598.75,7606.75,19662,-88,0,0,0
2026-06-01 08:55:00,7607,7609.25,7606,7607.75,11718,-102,0,0,0
2026-06-01 09:00:00,7607.75,7608.5,7602.5,7602.5,11804,-84,0,0,0
2026-06-01 09:05:00,7602.75,7604.5,7598.75,7599.5,7812,-86,0,0,0
2026-06-01 09:10:00,7599.25,7602.5,7599.25,7601.5,5134,-84,0,0,0
2026-06-01 09:15:00,7601.5,7602.5,7599.5,7601.75,3885,-77,0,0,0
2026-06-01 09:20:00,7601.75,7605.5,7601.5,7604.5,6546,-78,0,0,0
2026-06-01 09:25:00,7604.5,7614,7603,7613.75,11471,-88,0,0,0
2026-06-01 09:30:00,7614,7616.25,7606.75,7608,24610,-90,0,0,0
2026-06-01 09:35:00,7608,7613.5,7607,7613,10342,-105,0,0,0
2026-06-01 09:40:00,7613,7632.75,7612,7623.5,30604,-102,0,0,0
2026-06-01 09:45:00,7623.25,7629,7623.25,7625,13621,-104,0,0,0
2026-06-01 09:50:00,7625,7628,7623.75,7627.75,7119,-106,0,0,0
2026-06-01 09:55:00,7628,7628.25,7623.25,7624,6581,-98,0,0,0
2026-06-01 10:00:00,7624.5,7625.5,7623.75,7624.75,3894,-87,0,0,0
2026-06-01 10:05:00,7624.75,7626.25,7624.25,7625.5,4602,-84,0,0,0
2026-06-01 10:10:00,7625.5,7626.75,7622,7622.75,5488,-87,0,0,0
2026-06-01 10:15:00,7622.75,7626.75,7622.25,7626.75,4482,-84,0,0,0
2026-06-01 10:20:00,7626.75,7627.5,7626,7627,3763,-81,0,0,0
2026-06-01 10:25:00,7627,7628.25,7626.5,7627.25,3541,-100,0,0,0
2026-06-01 10:30:00,7627.25,7627.5,7624.25,7626.25,3417,-92,0,0,0
2026-06-01 10:35:00,7626.25,7627.5,7625,7625.5,2573,-91,0,0,0
2026-06-01 10:40:00,7602.5,7603,7600,7601.25,8885,-100,0,0,0
2026-06-01 10:45:00,7601.5,7601.75,7597.25,7597.25,7788,-98,0,0,0
2026-06-01 10:50:00,7597.5,7600,7596.25,7598.25,6928,-100,0,0,0
2026-06-01 10:55:00,7625,7627.25,7624,7624.5,2830,-91,0,0,0
2026-06-01 11:00:00,7624.25,7625.75,7622.75,7625.5,4888,-97,0,0,0
2026-06-01 11:05:00,7625.5,7626,7623,7625,4848,-107,0,0,0
2026-06-01 11:10:00,7625,7625.5,7623.25,7623.25,3106,-134,0,0,0
2026-06-01 11:15:00,7623.5,7624.75,7622.75,7623.25,3252,-133,0,0,0
2026-06-01 11:20:00,7623.25,7625,7623,7625,2509,-128,0,0,0
2026-06-01 11:25:00,7625,7626.75,7624.25,7625.75,3309,-113,0,0,0
2026-06-01 11:30:00,7625.5,7625.75,7621,7621.25,6099,-117,0,0,0
2026-06-01 11:35:00,7621.25,7622.25,7619.25,7620.75,8248,-112,0,0,0
2026-06-01 11:40:00,7620.5,7620.75,7617.75,7619,5137,-113,0,0,0
2026-06-01 11:45:00,7619,7620,7615,7615.5,8377,-69,0,0,0
2026-06-01 11:50:00,7615.75,7617,7611,7611.5,11998,-55,0,0,0
2026-06-01 11:55:00,7611.75,7614.25,7610.5,7613.75,19754,-58,0,0,0
2026-06-01 14:25:00,7625,7626.75,7624.25,7625.75,3309,111,0,0,0
2026-06-01 14:30:00,7625.5,7625.75,7621,7621.25,6099,101,0,0,0
2026-06-01 14:35:00,7621.25,7622.25,7619.25,7620.75,8248,90,0,0,0
2026-06-02 08:30:00,7621,7623.25,7620,7620.5,4836,-3180,0,0,0
2026-06-02 08:35:00,7620.5,7621.5,7618.75,7620,6272,-4382,0,0,0
2026-06-02 08:40:00,7620.25,7622.25,7620,7620.75,4481,-2714,0,0,0
2026-06-02 08:45:00,7620.75,7624.75,7620.5,7624.75,5090,-2077,0,0,0
2026-06-02 08:50:00,7624.75,7626.25,7624,7624.5,5045,-2143,0,0,0
2026-06-02 08:55:00,7624.25,7627.25,7624,7626.5,4058,-120,0,0,0
2026-06-02 09:00:00,7626.5,7627.25,7624.5,7626.75,4366,805,0,0,0
2026-06-02 09:05:00,7626.75,7627.5,7624,7625.5,7087,2069,0,0,0
2026-06-02 09:10:00,7625.5,7626.75,7623.75,7626.5,2676,1797,0,0,0
2026-06-02 09:15:00,7626.75,7626.75,7620.5,7621.5,7220,283,0,0,0
2026-06-02 09:20:00,7621.75,7622.75,7618.75,7619.25,6292,-1561,0,0,0
2026-06-02 09:25:00,7619.25,7619.5,7617,7618,6473,1359,0,0,0
2026-06-02 09:30:00,7618.25,7621.25,7617.5,7618.5,6326,1516,0,0,0
2026-06-02 09:35:00,7618.5,7619,7615.5,7616,5707,1865,0,0,0
2026-06-02 09:40:00,7616,7620,7615.5,7618.75,5843,2841,0,0,0
2026-06-02 09:45:00,7618.5,7620.5,7618.25,7620.25,3867,2622,0,0,0
2026-06-02 09:50:00,7620,7621,7618.75,7618.75,3809,2961,0,0,0
2026-06-02 09:55:00,7618.75,7618.75,7616,7616.5,3873,1334,0,0,0
2026-06-02 10:00:00,7616.75,7618.5,7616,7617,3549,3085,0,0,0
2026-06-02 10:05:00,7616.75,7620,7616.75,7619.5,3329,1962,0,0,0
2026-06-02 10:10:00,7619.25,7621.75,7618,7618.5,6050,2631,0,0,0
2026-06-02 10:15:00,7618.5,7618.75,7616.5,7617.25,3457,2499,0,0,0
2026-06-02 10:20:00,7617.25,7619,7616.5,7617.75,3090,1004,0,0,0
2026-06-02 10:25:00,7617.75,7619,7616.75,7617.5,2911,-97,0,0,0
2026-06-02 10:30:00,7617.5,7620.25,7617,7618,4073,166,0,0,0
2026-06-02 10:35:00,7618,7618,7614.75,7615,5454,-1186,0,0,0
2026-06-02 10:40:00,7615,7617.25,7614.25,7616.5,5326,-987,0,0,0
2026-06-02 10:45:00,7616.5,7618.25,7615.75,7618,3357,-1631,0,0,0
2026-06-02 10:50:00,7618,7619,7616.5,7617.5,2875,-1729,0,0,0
2026-06-02 10:55:00,7617.5,7620,7617.25,7618.75,3412,-3359,0,0,0
2026-06-02 11:00:00,7618.75,7622.25,7618.75,7622,6335,-1593,0,0,0
2026-06-02 11:05:00,7621.75,7622.25,7620.5,7622,3510,-1171,0,0,0
2026-06-02 11:10:00,7625,7628,7624.25,7626.5,6272,-2257,0,0,0
2026-06-02 11:15:00,7626.5,7626.75,7622.75,7623.25,5664,-3434,0,0,0
2026-06-02 11:20:00,7623.25,7624,7620,7623.25,8597,-1177,0,0,0
2026-06-02 11:25:00,7623.5,7623.75,7620.5,7621.5,3986,-3715,0,0,0
2026-06-02 11:30:00,7621.5,7623,7621,7622.5,3236,-4065,0,0,0
2026-06-02 11:35:00,7622.5,7623,7621,7621.25,2282,-3490,0,0,0
2026-06-02 11:40:00,7621.25,7622.25,7620,7620,4071,-2152,0,0,0
2026-06-02 11:45:00,7620,7623,7619.5,7622.75,5334,-2143,0,0,0
2026-06-02 11:50:00,7623,7625.5,7620.75,7624,10397,-1723,0,0,0
2026-06-02 11:55:00,7623.5,7625.25,7622.25,7623.5,15149,-2045,0,0,0
2026-06-02 13:10:00,7619.25,7621.75,7618,7618.5,6050,-4575,0,0,0
2026-06-02 13:15:00,7618.5,7618.75,7616.5,7617.25,3457,-4663,0,0,0
2026-06-02 13:20:00,7617.25,7619,7616.5,7617.75,3090,-88,0,0,0
2026-06-03 08:30:00,7570,7573.5,7569,7571,9977,-7,0,0,0
2026-06-03 08:35:00,7571,7571.25,7565.75,7566,8844,-36,0,0,0
2026-06-03 08:40:00,7566,7567.75,7562.5,7567.75,13584,-79,0,0,0
2026-06-03 08:45:00,7567.75,7573.25,7567.5,7572.75,10783,-14,0,0,0
2026-06-03 08:50:00,7572.75,7575,7570.5,7572.5,11648,5,0,0,0
2026-06-03 08:55:00,7572.75,7578.75,7571,7578.25,12174,-14,0,0,0
2026-06-03 09:00:00,7578.25,7578.5,7573,7574,7910,-13,0,0,0
2026-06-03 09:05:00,7573.75,7578.75,7572,7576,10443,-9,0,0,0
2026-06-03 09:10:00,7576,7576.75,7568,7570,10236,-60,0,0,0
2026-06-03 09:15:00,7569.75,7571,7567,7568.75,6949,-56,0,0,0
2026-06-03 09:20:00,7568.75,7572.75,7568.25,7572.5,5483,-56,0,0,0
2026-06-03 09:25:00,7572.5,7573.75,7570.25,7573.25,5416,-33,0,0,0
2026-06-03 09:30:00,7573.25,7576.25,7568.75,7576,8194,-31,0,0,0
2026-06-03 09:35:00,7576.25,7578.75,7575,7577.25,6488,-37,0,0,0
2026-06-03 09:40:00,7577,7581,7576.5,7579.25,6685,-53,0,0,0
2026-06-03 09:45:00,7579.25,7580.5,7577.75,7579.25,4953,-48,0,0,0
2026-06-03 09:50:00,7579.5,7583.75,7579.25,7583.75,6962,-47,0,0,0
2026-06-03 09:55:00,7583.75,7585,7582.5,7583,5915,-30,0,0,0
2026-06-03 10:00:00,7583.25,7583.75,7581,7582.75,5721,-34,0,0,0
2026-06-03 10:05:00,7582.75,7583,7579.75,7580.75,4654,-71,0,0,0
2026-06-03 10:10:00,7580.75,7582.25,7578.5,7580.5,4640,-73,0,0,0
2026-06-03 10:15:00,7580.75,7582.25,7577,7582.25,6842,-112,0,0,0
2026-06-03 10:20:00,7582.25,7584.5,7578.25,7584.25,7223,-100,0,0,0
2026-06-03 10:25:00,7584.5,7587.75,7584,7587.25,7993,-98,0,0,0
2026-06-03 10:30:00,7587,7588,7584.25,7584.75,6075,-128,0,0,0
2026-06-03 10:35:00,7646.25,7646.25,7640,7643.75,62,-130,0,0,0
2026-06-03 10:40:00,7642,7643.5,7639.5,7641.75,22,-91,0,0,0
2026-06-03 10:45:00,7642,7642,7637,7642,61,39,0,0,0
