ct,open,high,low,close,volume,cumulative_delta,vah,val,poc_vol
2026-06-09 14:05:00,7394.75,7398.75,7385.75,7386.5,11130,-30034,7330.25,7320.5,87
2026-06-09 14:10:00,7386.75,7386.75,7373.25,7374.5,13866,-32044,7318.75,7305.25,127
2026-06-09 14:15:00,7375,7376.25,7356.5,7358.25,21718,-31852,7316.5,7309,109
2026-06-09 14:20:00,7358.5,7365.5,7353.5,7361.5,16266,-31041,7314.5,7306.5,82
2026-06-09 14:25:00,7361.25,7370.5,7356.75,7367.75,12371,-31390,7312.5,7306.75,105
2026-06-09 14:30:00,7367.5,7372,7362,7367.25,11989,-32441,7314.25,7309,114
2026-06-09 14:35:00,7367.5,7368.75,7357,7357.75,10277,-33490,7320.75,7313.75,94
2026-06-09 14:40:00,7357.75,7360.75,7347.75,7356.25,16717,-33830,7324.5,7319,96
2026-06-09 14:45:00,7356.25,7360,7347.5,7352.5,11146,-31132,7323.5,7319.75,152
2026-06-09 14:50:00,7352.75,7384.5,7352.75,7383.75,25868,-31331,7327.5,7322.75,150
2026-06-09 14:55:00,7383.5,7395.25,7382.25,7391.75,30679,-31184,7314.25,7309,114
2026-06-09 15:00:00,7391.75,7399,7384,7399,13803,-31752,7320.75,7313.75,94
2026-06-10 08:30:00,7355,7360.25,7338.25,7338.25,32847,54,7353.75,7338.25,369
2026-06-10 08:35:00,7338.5,7373.25,7335.25,7366.5,42560,159,7362,7335.25,278
2026-06-10 08:40:00,7366.25,7382.5,7353,7382,35001,260,7373.75,7353,294
2026-06-10 08:45:00,7382,7390.25,7373.75,7386.75,28926,267,7381.25,7367.75,357
2026-06-10 08:50:00,7387,7387,7367.75,7377,27817,246,7381.25,7367.75,357
2026-06-10 08:55:00,7377.25,7387.75,7373.25,7378,23343,345,7383.5,7373.25,396
2026-06-10 09:00:00,7378.25,7393.5,7370.75,7386.5,31477,418,7386.75,7370.75,342
2026-06-10 09:05:00,7386.25,7395,7379.25,7391.75,21088,691,7390.25,7379.25,330
2026-06-10 09:10:00,7391.75,7397,7385,7387.5,28716,627,7393.5,7385,586
2026-06-10 09:15:00,7387.75,7391.75,7378.5,7386,23833,732,7387.75,7378.5,441
2026-06-10 09:20:00,7386,7404.75,7382.5,7403,24236,738,7399.5,7386.75,321
2026-06-10 09:25:00,7403,7404.75,7386.75,7392.75,23408,705,7399.5,7386.75,321
2026-06-10 09:30:00,7392.5,7399.25,7378.25,7399.25,29012,654,7393,7378.25,341
2026-06-10 09:35:00,7399,7400,7380.5,7386,22599,606,7388.25,7376.25,303
2026-06-10 09:40:00,7385.75,7393.25,7376.25,7376.5,20893,537,7388.25,7376.25,303
2026-06-10 09:45:00,7376.5,7381.75,7365.5,7370,33557,509,7377,7365.5,508
2026-06-10 09:50:00,7370.25,7377.75,7362.25,7366.75,29221,304,7362,7343,347
2026-06-10 09:55:00,7366.5,7370,7343,7348.75,37811,348,7357.5,7339.75,342
2026-06-10 10:00:00,7349.25,7365,7339.75,7351.5,34925,309,7357.5,7339.75,342
2026-06-10 10:05:00,7351.5,7353,7337.75,7338.5,21985,280,7336.75,7326.75,541
2026-06-10 10:10:00,7338.5,7341,7326.75,7327.5,31386,186,7324.5,7315.5,569
2026-06-10 10:15:00,7327.5,7328.25,7315.5,7322.25,29607,251,7324.5,7315.5,569
2026-06-10 10:20:00,7322.25,7344.25,7320.75,7339,28536,278,7337.25,7320.75,300
2026-06-10 10:25:00,7338.5,7346.25,7334.5,7334.75,21929,303,7342.75,7334.5,457
2026-06-10 10:30:00,7334.75,7344,7325.75,7330.75,24129,333,7338.5,7325.75,326
2026-06-10 10:35:00,7390.75,7398,7382,7388.25,382,30,0,0,0
2026-06-10 10:40:00,7388.75,7406.75,7385.5,7404,319,63,0,0,0
2026-06-10 10:45:00,7403,7409,7370.5,7381.75,1291,-141,0,0,0
2026-06-10 10:50:00,7320,7337,7305.25,7328.25,32488,4916,7336,7321.5,216
2026-06-10 10:55:00,7328.25,7342,7321.5,7340,17909,5273,7336,7321.5,216
2026-06-10 11:00:00,7340.25,7346,7330.5,7336,20493,5468,7341.5,7330.5,325
2026-06-10 11:05:00,7335.75,7341.25,7325.75,7329.75,14885,5359,0,0,0
2026-06-10 11:10:00,7329.25,7329.75,7319.5,7323,14039,6113,0,0,0
2026-06-10 11:15:00,7322.75,7331,7321.5,7325.75,9826,6092,0,0,0
2026-06-10 11:20:00,7325.75,7329.75,7319.25,7321.75,10995,-21,0,0,0
2026-06-10 11:25:00,7321.75,7330,7320.75,7327.25,7373,7803,7327.25,7320.75,194
2026-06-10 11:30:00,7327.25,7337,7320.5,7336.25,9532,8441,7332,7320.5,142
2026-06-10 11:35:00,7336.75,7344,7330.75,7340.25,12748,7023,7338,7324.75,153
2026-06-10 11:40:00,7340.25,7343.5,7324.75,7328.75,11656,6503,7324.5,7314.5,240
2026-06-10 11:45:00,7328.75,7328.75,7314.5,7320.25,13906,6996,7327,7317.25,203
2026-06-10 11:50:00,7320,7331,7317.25,7322.75,11393,6991,7322.75,7315.25,195
2026-06-10 11:55:00,7322.75,7326,7315.25,7324,8579,8449,7330.25,7320.5,175
2026-06-10 12:00:00,7324,7334.5,7320.5,7332,9956,7449,7330.25,7320.5,175
2026-06-10 12:05:00,7332,7332.5,7315.75,7317,12258,6802,7314.75,7307.25,290
2026-06-10 12:10:00,7317,7318,7307.25,7310.75,12745,6874,7312.75,7307,287
2026-06-10 12:15:00,7310.5,7315,7307,7310.5,9484,8034,7313.75,7308,231
2026-06-10 12:20:00,7310,7316.25,7308,7315.5,7866,8814,7313.75,7308,231
2026-06-10 12:25:00,7315.25,7319,7311,7317,8104,7366,7316.75,7311,246
2026-06-10 12:30:00,7316.75,7317.5,7303.25,7309,12010,6039,7307,7301,290
2026-06-10 12:35:00,7309.5,7309.5,7301,7302.25,10149,5983,7304.25,7298.75,253
2026-06-10 12:40:00,7302.25,7306.5,7298.75,7300.25,8092,9057,7319,7299,174
2026-06-10 12:45:00,7300.5,7327.5,7299,7324,20016,9008,7321.5,7310,214
2026-06-10 12:50:00,7323.75,7326.25,7310,7320.5,14139,9502,7325.75,7318.5,232
2026-06-10 12:55:00,7320.5,7328.75,7318.5,7327.25,9754,10555,7334.75,7325.75,248
2026-06-10 13:00:00,7327,7338.5,7325.75,7337.25,12901,9821,7334.75,7325.75,248
2026-06-10 13:05:00,7337.5,7338.25,7325.25,7325.75,10166,9700,7330.75,7324.75,199
2026-06-10 13:10:00,7326,7333.25,7324.75,7328.25,6971,8686,7330.75,7324.75,199
2026-06-10 13:15:00,7328,7333.25,7315,7318.5,10948,9064,7327.75,7315,148
2026-06-10 13:20:00,7318.25,7325,7313.5,7319.75,10572,9197,7319.75,7314.5,260
2026-06-10 13:25:00,7320,7322,7314.5,7316.5,8059,7799,7319.75,7314.5,260
2026-06-10 13:30:00,7316.25,7316.5,7309.25,7311.25,9336,7217,7309,7302,320
2026-06-10 13:35:00,7311,7312,7302,7305.75,13132,7173,7307,7301.5,257
2026-06-10 13:40:00,7306,7309.25,7301.5,7305.75,8222,6634,7307,7301.5,257
2026-06-10 13:45:00,7306,7306.25,7299,7300,7677,5251,7298.25,7290.5,346
2026-06-10 13:50:00,7299.75,7301.5,7290.5,7298,15561,4973,7296.75,7290.5,257
2026-06-10 13:55:00,7298.25,7299.5,7290.5,7295,9522,5132,7296.75,7290.5,257
2026-06-10 14:00:00,7295.25,7302,7289.25,7294.25,12611,5505,7298.25,7289.25,243
2026-06-10 14:05:00,7294.25,7302,7290.5,7298.5,9985,4615,7296.25,7288.25,183
2026-06-10 14:10:00,7298.5,7299.5,7288.25,7291.5,8402,3751,7290.5,7283.5,257
2026-06-10 14:15:00,7291.75,7293.5,7283.5,7286.25,10536,3646,7284,7278.75,400
2026-06-10 14:20:00,7286,7286.25,7278.75,7282.5,12405,3606,7281.75,7276,366
2026-06-10 14:25:00,7282.25,7284,7276,7281,12094,5409,7281.75,7276,366
2026-06-10 14:30:00,7281,7293,7277.75,7290.75,16539,6090,7288.5,7277.75,267
2026-06-10 14:35:00,7291,7298,7287.75,7296.25,10793,5922,7295,7287.75,257
2026-06-10 14:40:00,7296.25,7298.75,7287.75,7293.75,11586,5755,7295.5,7287.75,257
2026-06-10 14:45:00,7294,7295.75,7283.75,7290,11431,5915,0,0,0
2026-06-10 14:50:00,7290,7300.5,7275.75,7290,22798,5255,0,0,0
2026-06-10 14:55:00,7289.75,7294,7275,7276,17976,-660,0,0,0
2026-06-10 15:00:00,7276,7279.25,7267,7274,11381,4800,7275.5,7267,228
2026-06-11 08:30:00,7369.25,7372,7352.5,7354,683,-137,0,0,0
2026-06-11 08:35:00,7292.75,7302.75,7287.5,7292.25,41863,-81,7298.25,7287.5,675
2026-06-11 08:40:00,7292.5,7296.5,7283,7291.25,35202,90,7292.5,7283,640
2026-06-11 08:45:00,7291.25,7317.75,7287.25,7305.75,56413,595,7308.75,7287.25,459
2026-06-11 08:50:00,7305.75,7335.25,7305.75,7330.25,43534,434,7326.5,7305.75,366
2026-06-11 08:55:00,7330.25,7335.25,7313.75,7317,31683,501,7329.5,7314.5,386
2026-06-11 09:00:00,7317,7335.75,7314.5,7330.5,33207,477,7326.5,7317,452
2026-06-11 09:05:00,7330.5,7330.5,7317,7320.5,24870,315,7326.5,7317,452
2026-06-11 09:10:00,7320.25,7321.75,7297.25,7298,42293,275,7314.5,7297.25,427
2026-06-11 09:15:00,7298.25,7304.5,7289,7290.5,32033,400,7308.25,7289.25,328
2026-06-11 09:20:00,7290.5,7316.25,7289.25,7311.25,35773,283,7311.25,7296.25,357
2026-06-11 09:25:00,7311.25,7317.5,7296.25,7308,30712,207,7308,7296.25,421
2026-06-11 09:30:00,7307.75,7313,7296.25,7302.75,28653,308,7308,7296.25,421
2026-06-11 09:35:00,7302.75,7320.25,7300.75,7311,30042,312,7314.5,7305,345
2026-06-11 09:40:00,7311.25,7318.5,7305,7305.5,18964,325,7314.5,7305,345
2026-06-11 09:45:00,7367.25,7370,7358.75,7361.25,335,220,0,0,0
2026-06-11 09:50:00,7362.5,7363,7351,7354,395,15,0,0,0
2026-06-11 09:55:00,7353.75,7354,7332,7336.5,525,-205,0,0,0
2026-06-11 10:00:00,7275.25,7282.5,7263,7278.5,37870,-135,7276.75,7263,479
2026-06-11 10:05:00,7279,7292.75,7272.25,7285.75,29298,-104,7286.75,7272.25,353
2026-06-11 10:10:00,7285.5,7298.25,7284,7293,23642,-134,7298.5,7286.25,308
2026-06-11 10:15:00,7293,7303.75,7286.25,7292.5,21876,-81,7298.5,7286.25,308
2026-06-11 10:20:00,7292.75,7307,7290.75,7301.75,20685,-157,7301.5,7291,246
2026-06-11 10:25:00,7302,7305.75,7291,7291,14757,-61,7301.5,7291,246
2026-06-11 10:30:00,7291,7297.75,7286.25,7294.5,16485,51,7304.25,7293.5,267
2026-06-11 10:35:00,7294.75,7308.75,7293.5,7304.25,16560,56,7304.25,7293.5,267
2026-06-11 10:40:00,7304.5,7314.25,7293.75,7298,17233,-36,7308.25,7293.75,208
2026-06-11 10:45:00,7298,7303.75,7292.5,7296.75,13339,-37,7295,7289,293
2026-06-11 10:50:00,7296.75,7297.5,7289,7292,10256,-8,7295,7289,293
2026-06-11 10:55:00,7292,7303,7287.5,7300,17117,-8,7305.5,7294.75,211
2026-06-11 11:00:00,7360.75,7370.25,7355.75,7358.75,298,0,0,0,0
2026-06-11 11:05:00,7360.25,7373,7357.25,7370.75,313,31,0,0,0
2026-06-11 11:10:00,7370.25,7381.5,7369,7378.75,306,44,0,0,0
2026-06-11 11:15:00,7318.5,7322.5,7312.75,7317.25,12224,-89,7319.5,7312.75,306
2026-06-11 11:20:00,7317.25,7319.75,7304.25,7305,14763,-44,7304.25,7297,340
2026-06-11 11:25:00,7305,7307.25,7297,7298,14259,-50,7304.25,7297,340
2026-06-11 11:30:00,7298,7317.75,7293.25,7312.75,20494,-109,7314.5,7304.75,248
2026-06-11 11:35:00,7312.5,7318.5,7304.75,7307,13879,-198,7307,7302.75,307
2026-06-11 11:40:00,7307,7308.75,7302.75,7305.75,7665,-496,7306.5,7300.5,274
2026-06-11 11:45:00,7305.75,7309,7300.5,7302.75,9583,-593,7306.5,7300.5,274
2026-06-11 11:50:00,7302.5,7303.75,7290.25,7291,12895,-652,7290,7284.25,293
2026-06-11 11:55:00,7290.75,7292.25,7284.25,7284.75,9656,-482,7287,7275,262
2026-06-11 12:00:00,7285,7292,7275,7278,18112,-482,7285,7277.25,274
2026-06-11 12:05:00,7278,7288.25,7277.25,7287.25,12345,-392,7285,7277.25,274
2026-06-11 12:10:00,7287.5,7292,7281.5,7282.75,11954,-440,7282,7273.5,223
2026-06-11 12:15:00,7283,7285.75,7273.5,7276.5,11151,-421,7282,7273.5,223
2026-06-11 12:20:00,7276.25,7281.75,7272,7280,9777,25,7313.25,7278.5,169
2026-06-11 12:25:00,7279.75,7346.5,7278.5,7345.25,33872,314,7313.25,7278.5,169
2026-06-11 12:30:00,7345.25,7371.5,7342,7362.25,61179,272,7362.25,7352.25,446
2026-06-11 12:35:00,7362.5,7366.5,7352.25,7363,25864,520,7362.25,7352.25,446
2026-06-11 12:40:00,7362.75,7386.5,7358.75,7382.25,22684,284,7378.25,7358.75,203
2026-06-11 12:45:00,7382.5,7385.5,7365.25,7368.25,19555,47,7379.5,7365.25,238
2026-06-11 12:50:00,7368.25,7369.5,7353.75,7363.25,16465,-62,7364.75,7353.75,257
2026-06-11 12:55:00,7363,7371.25,7357.5,7369,16662,-215,7367.75,7347.5,197
2026-06-11 13:00:00,7369,7376.5,7347.5,7352.5,23101,-185,7355,7345.25,275
2026-06-11 13:05:00,7352.75,7359,7345.25,7352,15383,-106,7355,7345.25,275
2026-06-11 13:10:00,7351.75,7363,7350.75,7362.75,11165,44,7359.25,7350.75,223
2026-06-11 13:15:00,7362.75,7377.75,7361,7375.5,14282,-173,7370.25,7357.75,283
2026-06-11 13:20:00,7375.5,7375.5,7357.75,7365.5,20375,-199,7367.5,7362.5,265
2026-06-11 13:25:00,7364.75,7369.5,7362.5,7364.5,7676,-203,7370.5,7362.75,153
2026-06-11 13:30:00,7364.75,7373.75,7362.75,7365.25,6872,-197,7367,7361.25,165
2026-06-11 13:35:00,7365.25,7369.5,7361.25,7363,5603,-147,7367.5,7360.5,131
2026-06-11 13:40:00,7363,7370.5,7360.5,7369.25,5381,-11,7367.5,7360.5,131
2026-06-11 13:45:00,7369.25,7379.5,7368,7378.5,8110,-64,7381.5,7377,246
2026-06-11 13:50:00,7378.5,7383.25,7377,7377.5,6401,-57,0,0,0
2026-06-11 13:55:00,7377.25,7379.5,7371.75,7377.5,8087,-2,0,0,0
2026-06-11 14:00:00,7377.5,7387,7377.25,7384,9712,3,0,0,0
2026-06-11 14:05:00,7383.75,7385.25,7372.25,7381.25,9737,59,7381.5,7372.25,184
2026-06-11 14:10:00,7381.5,7392.75,7380.5,7389.25,12622,150,7389.25,7380.5,252
2026-06-11 14:15:00,7389.5,7394.5,7387.25,7393.75,7428,283,7395,7391,266
2026-06-11 14:20:00,7393.75,7396.75,7391,7393,6379,457,7399,7391.5,213
2026-06-11 14:25:00,7393.25,7402,7391.5,7399,9162,813,7399,7391.5,213
2026-06-11 14:30:00,7399,7417.75,7398.75,7416,23151,777,7416.25,7407.5,215
2026-06-11 14:35:00,7416,7419.75,7407.5,7409,10741,774,7416.25,7407.5,215
2026-06-11 14:40:00,7471,7480,7467.75,7475.25,577,634,0,0,0
2026-06-11 14:45:00,7475,7475,7460.5,7460.5,820,477,0,0,0
2026-06-11 14:50:00,7461.25,7466.75,7454.25,7464.25,795,4,0,0,0
2026-06-11 14:55:00,7401.5,7403.75,7393.25,7394.5,35501,79,7400.75,7393.25,826
2026-06-11 15:00:00,7394.75,7402,7390.25,7397.5,7934,45,7398.5,7390.25,165
2026-06-12 08:30:00,7486.25,7487.25,7458.25,7464.5,13201,-241,0,0,0
2026-06-12 08:35:00,7464,7473.5,7462.25,7471.25,7130,-1294,0,0,0
2026-06-12 08:40:00,7408.75,7410,7374,7375.25,39975,-1439,7399.25,7374,276
2026-06-12 08:45:00,7375.25,7383,7366.5,7373,29104,-1170,7378.25,7368.25,342
2026-06-12 08:50:00,7373,7382.5,7368.25,7377.25,19812,-1070,7386,7375,231
2026-06-12 08:55:00,7377.25,7390.75,7375,7383,14773,-466,7400,7381.75,250
2026-06-12 09:00:00,7383.25,7407.75,7381.75,7404.25,26204,182,0,0,0
2026-06-12 09:05:00,7404.5,7419,7399.25,7418.25,21982,296,0,0,0
2026-06-12 09:10:00,7418.5,7421.75,7404,7409.75,20259,791,0,0,0
2026-06-12 09:15:00,7409.5,7428,7409.25,7419.75,20308,124,7419.25,7405.5,237
2026-06-12 09:20:00,7420,7425,7405.5,7408,18690,246,7419.25,7405.5,237
2026-06-12 09:25:00,7471,7481.5,7470.75,7475.5,3362,440,0,0,0
2026-06-12 09:30:00,7475.25,7484.75,7471.75,7477.5,3614,209,0,0,0
2026-06-12 09:35:00,7476.75,7491.5,7476.75,7483.75,5045,-231,0,0,0
2026-06-12 09:40:00,7421,7421.5,7395.75,7396.5,25373,-767,7413.75,7395.75,244
2026-06-12 09:45:00,7396.5,7403.5,7388.25,7391.25,25512,1035,7421.25,7390.5,260
2026-06-12 09:50:00,7391.25,7434.5,7390.5,7433.5,46051,1683,7438.25,7426.25,473
2026-06-12 09:55:00,7496,7506.5,7489,7503.75,7478,1678,0,0,0
2026-06-12 10:00:00,7503.75,7509.75,7496.25,7500.75,3665,1859,0,0,0
2026-06-12 10:05:00,7500.75,7508.5,7498.75,7504.25,2351,2137,0,0,0
2026-06-12 10:10:00,7441.25,7450.5,7438.5,7448.25,14818,2576,7450.5,7442.5,303
2026-06-12 10:15:00,7448.25,7453.75,7442.5,7453.25,13954,2968,7450.5,7442.5,303
2026-06-12 10:20:00,7453.5,7461.5,7449.25,7459.75,15218,3033,7459.25,7454.75,496
2026-06-12 10:25:00,7459.75,7461,7454.75,7458.75,12897,2889,7459.25,7454.75,496
2026-06-12 10:30:00,7458.5,7459.25,7444.5,7444.5,17101,2739,7448,7430,229
2026-06-12 10:35:00,7444.75,7455.5,7430,7436.5,23629,2653,7433.75,7424.75,293
2026-06-12 10:40:00,7436.75,7437.5,7424.75,7426.25,15210,2376,7433.75,7424.75,293
2026-06-12 10:45:00,7426.25,7435.75,7410.75,7412.25,25630,2752,7428.25,7410.75,254
2026-06-12 10:50:00,7412.25,7429.75,7408.5,7426.5,24538,2448,7419.25,7401.25,164
2026-06-12 10:55:00,7488.5,7489.5,7464,7468.5,3950,2388,0,0,0
2026-06-12 11:00:00,7468.5,7474,7461,7468.25,4694,2514,0,0,0
2026-06-12 11:05:00,7468.5,7478.25,7463.75,7475.5,3264,2726,0,0,0
2026-06-12 11:10:00,7413,7440,7406.25,7427.25,23682,2702,7433.25,7420,206
2026-06-12 11:15:00,7427.25,7439,7420,7423.25,15884,2892,7433.25,7420,206
2026-06-12 11:20:00,7423,7428.25,7416.25,7424,13009,3022,7426,7418.5,211
2026-06-12 11:25:00,7424,7429,7418.5,7423.25,9065,3074,7426,7419.25,149
2026-06-12 11:30:00,7423.25,7428.75,7419.25,7427.25,5814,2969,7426,7419.25,149
2026-06-12 11:35:00,7427.5,7428.75,7419,7424,5810,2815,7428.25,7420,163
2026-06-12 11:40:00,7424,7431.75,7420,7421.75,7839,2944,7428.25,7421.25,135
2026-06-12 11:45:00,7421.75,7431,7421.25,7430.5,5404,2916,7428.25,7421.25,135
2026-06-12 11:50:00,7430.25,7432.75,7426,7427.25,5959,2958,7429.25,7420,141
2026-06-12 11:55:00,7427.5,7433.25,7420,7432.25,7610,2879,7436.25,7431,236
2026-06-12 12:00:00,7432.5,7438.25,7431,7437.5,7075,3263,7436.25,7431,236
2026-06-12 12:05:00,7437.5,7447,7435.5,7439.5,12371,3198,7443.5,7435.5,263
2026-06-12 12:10:00,7439.75,7440.75,7429,7436.75,7007,3284,7437.25,7429,146
2026-06-12 12:15:00,7437.25,7443.25,7434.25,7442.25,7128,3254,7440.5,7434.25,193
2026-06-12 12:20:00,7442.25,7444.75,7438.75,7441.25,4439,3231,7443,7438.75,178
2026-06-12 12:25:00,7441,7443,7433.75,7438.5,5455,3140,7440.25,7433.75,144
2026-06-12 12:30:00,7438.25,7440,7430.75,7431.75,6487,3030,7437.25,7430.75,171
2026-06-12 12:35:00,7431.5,7437.25,7430.75,7434.5,4867,2858,7435.25,7430.75,180
2026-06-12 12:40:00,7434.25,7438.25,7431.75,7434,4223,2927,7436.25,7431.75,156
2026-06-12 12:45:00,7434.25,7438.75,7433.25,7435.75,3583,2888,7437.25,7433.25,156
2026-06-12 12:50:00,7435.75,7438,7433.75,7435.5,2502,2688,7436.75,7433.75,139
2026-06-12 12:55:00,7436,7436,7426,7430.5,6935,2818,7433,7426,169
2026-06-12 13:00:00,7430.5,7432.75,7426.5,7428.25,4842,2770,7431,7426.5,186
2026-06-12 13:05:00,7428.25,7430.25,7422.5,7427.25,6608,2932,7428,7422.5,207
2026-06-12 13:10:00,7426.75,7437.75,7426,7427.75,8636,2963,7434.25,7426,180
2026-06-12 13:15:00,7427.75,7430,7422,7424,6329,2896,7427.75,7422,192
2026-06-12 13:20:00,7424,7427.25,7421.75,7424.75,4023,2882,7428.75,7422.5,157
2026-06-12 13:25:00,7487.25,7494,7485.75,7493.25,1292,-14,0,0,0
2026-06-12 13:30:00,7493,7499,7492.75,7497,1015,19,0,0,0
2026-06-12 13:35:00,7497.25,7498.25,7495,7498,615,35,0,0,0
2026-06-12 13:40:00,7435.25,7441.25,7435.25,7440,6009,3096,7629.75,7625.5,250
2026-06-12 13:45:00,7440.25,7440.75,7435,7437.5,4829,3220,7633,7629,195
2026-06-12 13:50:00,7437.5,7439.25,7432.75,7438.5,5042,3257,7634.25,7631.75,263
2026-06-12 13:55:00,7438.5,7438.75,7427,7427.75,6788,3239,7635.25,7633,337
2026-06-12 14:00:00,7427.75,7438.25,7427,7437.5,6601,3278,7634,7632,211
2026-06-12 14:05:00,7437.5,7439.75,7433.25,7435.75,4778,3343,7633.25,7630.25,195
2026-06-12 14:10:00,7435.75,7436.25,7430.25,7432,4531,3337,7631.25,7628.75,347
2026-06-12 14:15:00,7431.75,7434.75,7427.5,7434.25,5061,3342,7630.5,7628.5,341
2026-06-12 14:20:00,7434,7435.25,7431.5,7434.25,3777,3280,7631.5,7628.5,228
2026-06-12 14:25:00,7434.25,7437.5,7431.25,7432.25,3879,3128,7633.25,7630.5,242
2026-06-12 14:30:00,7432,7433.75,7422.75,7423.5,7682,3153,7630.5,7627.75,243
2026-06-12 14:35:00,7423.25,7435.75,7418.5,7424,13333,3083,7628,7624.75,237
2026-06-12 14:40:00,7424.25,7429.5,7421.75,7426.25,6246,2926,7626.75,7623.25,308
2026-06-12 14:45:00,7488.5,7491.5,7485.25,7489.5,1749,3077,7624.75,7622.75,392
2026-06-12 14:50:00,7489.75,7493.25,7488.25,7492.5,2471,3127,7626,7623.75,304
2026-06-12 14:55:00,7492.5,7499.75,7492.25,7496,4110,3082,7629.25,7624.75,269
2026-06-12 15:00:00,7433.25,7439.25,7433,7437.25,5493,3047,7626.5,7620.25,372
2026-06-15 08:30:00,7599.25,7612,7598.25,7608.25,27387,4303,0,0,0
2026-06-15 08:35:00,7643.75,7645.25,7640,7640.75,5058,5127,0,0,0
2026-06-15 08:40:00,7641,7644.25,7639.25,7640.75,5565,8472,0,0,0
2026-06-15 08:45:00,7641,7641,7636.75,7638.5,6116,8418,0,0,0
2026-06-15 08:50:00,7638.75,7641.5,7638,7638.75,4431,6701,0,0,0
2026-06-15 08:55:00,7638.75,7641.5,7637.5,7640.5,3436,8534,0,0,0
2026-06-15 09:00:00,7640.5,7642.25,7634.75,7640,8913,6548,0,0,0
2026-06-15 09:05:00,7640,7641.25,7632.5,7635.5,8371,4740,0,0,0
2026-06-15 09:10:00,7635.5,7641,7634.75,7640,3980,5650,0,0,0
2026-06-15 09:15:00,7639.5,7644,7638.75,7641.5,4953,5058,0,0,0
2026-06-15 09:20:00,7641.75,7644.75,7640.5,7643.5,3209,6043,0,0,0
2026-06-15 09:25:00,7643.5,7645.5,7642,7643.25,3598,4707,0,0,0
2026-06-15 09:30:00,7643.25,7645.25,7639,7641,4639,4163,0,0,0
2026-06-15 09:35:00,7641,7643.75,7641,7642.25,2986,4120,0,0,0
2026-06-15 09:40:00,7642,7642.5,7638.75,7639.5,2387,4813,0,0,0
2026-06-15 09:45:00,7639.25,7640.25,7637.5,7639,2929,5321,0,0,0
2026-06-15 09:50:00,7639.5,7640.25,7636,7636,3230,6577,7629.75,7625.5,250
2026-06-15 09:55:00,7635.75,7636.25,7632.25,7633.75,5580,7762,7634.25,7631.75,263
2026-06-15 10:00:00,7633.75,7635,7628,7629.75,8231,7467,7635.25,7633,337
2026-06-15 10:05:00,7629.75,7633.5,7628.25,7631.5,5123,7140,7635.25,7633,337
2026-06-15 10:10:00,7631.5,7634,7631,7633.25,3701,7112,7634,7632,211
2026-06-15 10:15:00,7633.5,7635.5,7632.25,7632.75,4141,8070,7631.25,7628.75,347
2026-06-15 10:20:00,7632.75,7633.25,7630.5,7631.25,3239,9020,7630.5,7628.5,341
2026-06-15 10:25:00,7631.25,7632.75,7628,7629,3109,8148,7630.5,7628.5,341
2026-06-15 10:30:00,7628.75,7631.5,7625.5,7629.75,6249,8206,7631.5,7628.5,228
2026-06-15 10:35:00,7630,7634.75,7629,7633.75,4682,9093,7630.5,7627.75,243
2026-06-15 10:40:00,7634,7635.25,7631.75,7634,3938,10111,7630.5,7627.75,243
2026-06-15 10:45:00,7634.25,7636.25,7633,7634,4718,9785,7626.75,7623.25,308
2026-06-15 10:50:00,7633.75,7634.75,7632,7633.25,2531,10073,7624.75,7622.75,392
2026-06-15 10:55:00,7633,7634.5,7630.25,7631.5,3503,10185,7626,7623.75,304
2026-06-15 11:00:00,7631.75,7632.25,7628.75,7629.75,5209,9859,7626,7623.75,304
2026-06-15 11:05:00,7629.75,7631.25,7628.5,7630,4096,8739,7629.25,7624.75,269
2026-06-15 11:10:00,7630,7632.75,7628.5,7632,4107,8291,7626.5,7620.25,372
2026-06-15 11:15:00,7632,7634.5,7630.5,7631.5,4117,8689,7627,7616.5,400
2026-06-15 11:20:00,7631.5,7631.75,7627.75,7628.25,4124,8765,7628.5,7626.75,207
2026-06-15 11:25:00,7628.25,7629.25,7624.75,7624.75,4509,8677,7628.5,7626.75,207
2026-06-15 11:30:00,7625,7628.25,7623.25,7624.5,6475,7907,7628.5,7626.25,117
2026-06-15 11:35:00,7624.25,7625.5,7622.75,7625,4706,8122,7627.75,7625.75,78
2026-06-15 11:40:00,7624.75,7627,7623.75,7625.5,4249,7202,7625.75,7624.25,109
2026-06-15 11:45:00,7625.25,7631.25,7624.75,7629.25,7256,7347,7627.5,7625.25,62
2026-06-15 11:50:00,7629,7629,7620.25,7621.5,13404,7751,7627.5,7625.25,62
2026-06-15 11:55:00,7621.75,7631.5,7616.5,7630,24422,7300,7627.25,7625.5,104
2026-06-15 13:05:00,7629.75,7633.5,7628.25,7631.5,5123,5647,0,0,0
2026-06-15 13:10:00,7631.5,7634,7631,7633.25,3701,5664,0,0,0
2026-06-15 13:15:00,7633.5,7635.5,7632.25,7632.75,4141,5257,0,0,0
2026-06-15 14:45:00,7625.25,7631.25,7624.75,7629.25,7256,3699,0,0,0
2026-06-15 14:50:00,7629,7629,7620.25,7621.5,13404,5807,0,0,0
2026-06-15 14:55:00,7621.75,7631.5,7616.5,7630,24422,2108,0,0,0
2026-06-16 08:30:00,7628,7636.5,7624.25,7634.75,29594,-1781,0,0,0
2026-06-16 08:35:00,7634.5,7636.5,7629.75,7630,19645,-1984,0,0,0
