id,pattern_id_at_entry,direction,day_type_at_entry,session_at_entry,entry_ts,entry_price,stop,t1,t2,t3,t1_hit_ts,t2_hit_ts,t3_hit_ts,stop_hit_ts,exit_ts,exit_price,exit_reason,pnl_usd,pnl_r,outcome,quality
148,INITIATIVE_LONG,LONG,Trend_Normal,,2026-06-18 17:10:01.318016+03:00,7555.25,7542.25,7563.7,7581.25,,,,,2026-06-18 17:15:00+03:00,2026-06-18 17:15:00+03:00,7542.25,STOP_HIT,-195.0,-1.0,LOSS,"{'trigger': 'INITIATIVE_LONG', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'INITIATIVE_LONG', 'variant': None, 'stop_initial': 7542.25, 'variants_passed': None}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'INITIATIVE_LONG', 'classification': 'INITIATIVE_LONG'}"
149,REACTIVE_SHORT,SHORT,Trend_Normal,,2026-06-18 17:15:03.382679+03:00,7545.25,7559.0,7536.31,7517.75,,,,,2026-06-18 17:20:00+03:00,2026-06-18 17:20:00+03:00,7559.0,STOP_HIT,-206.25,-1.0,LOSS,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7559.0, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
150,REACTIVE_LONG,LONG,Trend_Normal,,2026-06-18 17:25:01.846197+03:00,7561.25,7561.5,7570.45,7607.25,,2026-06-18 17:45:00+03:00,,,2026-06-18 17:45:00+03:00,2026-06-18 17:45:00+03:00,7561.5,STOP_HIT,48.5,0.14,WIN,"{'trigger': 'REACTIVE_LONG', 'day_type': None, 'metadata': {'sizing': 1, 'pattern': 'REACTIVE_LONG', 'variant': 'B_RVOL', 'stop_initial': 7538.25, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7538.25, 'pattern_name': 'REACTIVE_LONG', 'classification': 'REACTIVE_LONG'}"
151,REACTIVE_SHORT,SHORT,Trend_Normal,,2026-06-18 17:30:03.261239+03:00,7550.75,7564.25,7541.98,7523.75,,,,,2026-06-18 17:40:00+03:00,2026-06-18 17:40:00+03:00,7564.25,STOP_HIT,-202.5,-1.0,LOSS,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'A_VSA', 'stop_initial': 7564.25, 'variants_passed': ['A_VSA', 'B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
153,REACTIVE_LONG,LONG,Trend_Normal,,2026-06-18 17:35:04.061941+03:00,7555.25,7555.5,7564.84,7584.75,,2026-06-18 17:45:00+03:00,,,2026-06-18 18:15:00+03:00,2026-06-18 18:15:00+03:00,7555.5,STOP_HIT,50.45,0.23,WIN,"{'trigger': 'REACTIVE_LONG', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_LONG', 'variant': 'B_RVOL', 'stop_initial': 7540.5, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7540.5, 'pattern_name': 'REACTIVE_LONG', 'classification': 'REACTIVE_LONG'}"
154,REACTIVE_LONG,LONG,Trend_Normal,,2026-06-18 17:40:02.778843+03:00,7562.5,7562.75,7571.3,7606.5,,2026-06-18 20:05:00+03:00,,,2026-06-18 21:00:00+03:00,2026-06-18 21:00:00+03:00,7562.75,STOP_HIT,46.5,0.14,WIN,"{'trigger': 'REACTIVE_LONG', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_LONG', 'variant': 'B_RVOL', 'stop_initial': 7540.5, 'variants_passed': ['B_RVOL']}, 'trail_hwm': 7578.75, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7540.5, 'pattern_name': 'REACTIVE_LONG', 'classification': 'REACTIVE_LONG'}"
155,INITIATIVE_LONG,LONG,Trend_Normal,,2026-06-18 17:45:03.863508+03:00,7558.75,7560.5,7562.25,7565.75,,2026-06-18 17:50:00+03:00,2026-06-18 17:50:00+03:00,,2026-06-18 17:50:00+03:00,2026-06-18 17:50:00+03:00,7560.5,STOP_HIT,61.25,1.17,WIN,"{'trigger': 'INITIATIVE_LONG', 'day_type': None, 'metadata': {'sizing': 3, 'pattern': 'INITIATIVE_LONG', 'variant': None, 'stop_initial': 7555.25, 'variants_passed': None}, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7555.25, 'pattern_name': 'INITIATIVE_LONG', 'classification': 'INITIATIVE_LONG'}"
156,REACTIVE_LONG,LONG,Trend_Normal,,2026-06-18 17:50:04.592773+03:00,7568.5,7557.5,7575.65,7590.5,,,,,2026-06-18 18:00:00+03:00,2026-06-18 18:00:00+03:00,7557.5,STOP_HIT,-165.0,-1.0,LOSS,"{'trigger': 'REACTIVE_LONG', 'day_type': None, 'metadata': {'sizing': 0, 'pattern': 'REACTIVE_LONG', 'variant': 'A_VSA', 'stop_initial': 7557.5, 'variants_passed': ['A_VSA', 'B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_LONG', 'classification': 'REACTIVE_LONG'}"
159,INITIATIVE_SHORT,SHORT,,,2026-06-18 18:17:29.421461+03:00,7556.75,7556.5,7552.62,7545.75,,2026-06-18 18:20:00+03:00,,,2026-06-18 18:20:00+03:00,2026-06-18 18:20:00+03:00,7556.5,STOP_HIT,23.15,0.28,WIN,"{'trigger': 'INITIATIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 3, 'pattern': 'INITIATIVE_SHORT', 'variant': None, 'stop_initial': 7562.25, 'variants_passed': None}, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7562.25, 'pattern_name': 'INITIATIVE_SHORT', 'classification': 'INITIATIVE_SHORT'}"
162,REACTIVE_LONG,LONG,Trend_Normal,,2026-06-18 18:55:05.071225+03:00,7557.75,7561.5,7566.38,7592.25,,2026-06-18 19:20:00+03:00,,,2026-06-18 21:15:00+03:00,2026-06-18 21:15:00+03:00,7561.5,STOP_HIT,80.65,0.31,WIN,"{'trigger': 'REACTIVE_LONG', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_LONG', 'variant': 'B_RVOL', 'stop_initial': 7540.5, 'variants_passed': ['B_RVOL']}, 'trail_hwm': 7578.75, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7540.5, 'pattern_name': 'REACTIVE_LONG', 'classification': 'REACTIVE_LONG'}"
169,INITIATIVE_SHORT,SHORT,Trend_Normal,,2026-06-18 22:10:01.725284+03:00,7556.5,7553.75,7553.5,7551.5,,2026-06-18 22:15:00+03:00,2026-06-18 22:15:00+03:00,,2026-06-18 22:15:00+03:00,2026-06-18 22:15:00+03:00,7553.75,STOP_HIT,53.75,1.43,WIN,"{'trigger': 'INITIATIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'INITIATIVE_SHORT', 'variant': None, 'stop_initial': 7559.0, 'variants_passed': None}, 'trail_hwm': 7551.25, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7559.0, 'pattern_name': 'INITIATIVE_SHORT', 'classification': 'INITIATIVE_SHORT'}"
174,BULL_FLAG_LONG,LONG,Trend_Normal,,2026-06-18 22:55:00.363487+03:00,7574.0,7565.5,7580.8,7595.75,,,,,2026-06-18 23:00:00+03:00,2026-06-18 23:00:00+03:00,7565.5,STOP_HIT,-127.5,-1.0,LOSS,"{'trigger': 'BULL_FLAG_LONG', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'BULL_FLAG_LONG', 'variant': None, 'stop_initial': 7565.5, 'variants_passed': None}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'BULL_FLAG_LONG', 'classification': 'BULL_FLAG_LONG'}"
180,REACTIVE_SHORT,SHORT,Trend_Normal,,2026-06-19 18:45:00.690576+03:00,7560.5,7567.5,7555.25,7546.5,,,,,2026-06-19 19:45:00+03:00,2026-06-19 19:45:00+03:00,7567.5,STOP_HIT,-105.0,-1.0,LOSS,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7567.5, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
182,REACTIVE_SHORT,SHORT,Trend_Normal,,2026-06-19 19:10:00.796864+03:00,7561.75,7566.5,7557.0,7552.25,,,,,2026-06-19 19:30:00+03:00,2026-06-19 19:30:00+03:00,7566.5,STOP_HIT,-71.25,-1.0,LOSS,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'A_VSA', 'stop_initial': 7566.5, 'variants_passed': ['A_VSA', 'B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
183,REACTIVE_SHORT,SHORT,Trend_Normal,,2026-06-19 19:15:00.492558+03:00,7561.0,7565.75,7556.25,7551.5,,,,,2026-06-19 19:30:00+03:00,2026-06-19 19:30:00+03:00,7565.75,STOP_HIT,-71.25,-1.0,LOSS,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7565.75, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
186,INITIATIVE_SHORT,SHORT,Variation,,2026-06-19 20:00:00.397291+03:00,7557.0,7562.25,7553.06,7546.5,,,,,2026-06-21 01:00:00+03:00,2026-06-21 01:00:00+03:00,7562.25,STOP_HIT,-78.75,-1.0,LOSS,"{'trigger': 'INITIATIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 3, 'pattern': 'INITIATIVE_SHORT', 'variant': None, 'stop_initial': 7562.25, 'variants_passed': None}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'INITIATIVE_SHORT', 'classification': 'INITIATIVE_SHORT'}"
187,INITIATIVE_SHORT,SHORT,Variation,,2026-06-19 20:00:02.308677+03:00,7557.0,7562.5,7552.88,7546.0,,,,,2026-06-21 01:00:00+03:00,2026-06-21 01:00:00+03:00,7562.5,STOP_HIT,-82.5,-1.0,LOSS,"{'trigger': 'INITIATIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 3, 'pattern': 'INITIATIVE_SHORT', 'variant': None, 'stop_initial': 7562.5, 'variants_passed': None}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'INITIATIVE_SHORT', 'classification': 'INITIATIVE_SHORT'}"
195,INITIATIVE_SHORT,SHORT,Variation,,2026-06-22 17:40:00.322825+03:00,7551.0,7546.5,7541.125,7521.75,7502.375,2026-06-22 17:45:00+03:00,,,2026-06-22 17:45:00+03:00,2026-06-22 17:45:00+03:00,7546.5,STOP_HIT,94.38,1.14,WIN,"{'trigger': 'INITIATIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 1, 'pattern': 'INITIATIVE_SHORT', 'variant': None, 'stop_initial': 7556.5, 'variants_passed': None}, 'trail_hwm': 7541.0, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7556.5, 'pattern_name': 'INITIATIVE_SHORT', 'classification': 'INITIATIVE_SHORT'}"
196,INITIATIVE_SHORT,SHORT,Variation,,2026-06-22 17:45:00.716848+03:00,7550.5,7541.0,7541.125,7521.75,7502.375,2026-06-22 17:50:00+03:00,,,2026-06-22 17:50:00+03:00,2026-06-22 17:50:00+03:00,7541.0,STOP_HIT,141.88,2.7,WIN,"{'trigger': 'INITIATIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 1, 'pattern': 'INITIATIVE_SHORT', 'variant': None, 'stop_initial': 7554.0, 'variants_passed': None}, 'trail_hwm': 7537.5, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7554.0, 'pattern_name': 'INITIATIVE_SHORT', 'classification': 'INITIATIVE_SHORT'}"
197,REACTIVE_SHORT,SHORT,Variation,,2026-06-22 18:10:08.286654+03:00,7538.5,7547.75,7531.56,7520.0,,,,,2026-06-22 18:35:00+03:00,2026-06-22 18:35:00+03:00,7547.75,STOP_HIT,-138.75,-1.0,LOSS,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7547.75, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
199,REACTIVE_SHORT,SHORT,Variation,,2026-06-22 18:20:03.427057+03:00,7537.75,7546.25,7531.38,7520.75,,,,,2026-06-22 18:25:00+03:00,2026-06-22 18:25:00+03:00,7546.25,STOP_HIT,-127.5,-1.0,LOSS,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7546.25, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
200,REACTIVE_SHORT,SHORT,Variation,,2026-06-22 18:20:05.588810+03:00,7537.75,7546.25,7531.38,7520.75,,,,,2026-06-22 18:25:00+03:00,2026-06-22 18:25:00+03:00,7546.25,STOP_HIT,-127.5,-1.0,LOSS,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7546.25, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
202,REACTIVE_SHORT,SHORT,Variation,,2026-06-22 18:30:08.632448+03:00,7539.75,7547.75,7533.75,7523.75,,,,,2026-06-22 18:35:00+03:00,2026-06-22 18:35:00+03:00,7547.75,STOP_HIT,-120.0,-1.0,LOSS,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 3, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7547.75, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
203,REACTIVE_SHORT,SHORT,Variation,,2026-06-22 18:50:06.772532+03:00,7540.5,7540.25,7530.75,7501.5,,2026-06-22 22:05:00+03:00,,,2026-06-22 22:50:00+03:00,2026-06-22 22:50:00+03:00,7540.25,STOP_HIT,51.25,0.18,WIN,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7560.0, 'variants_passed': ['B_RVOL']}, 'trail_hwm': 7528.0, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7560.0, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
205,REACTIVE_SHORT,SHORT,Variation,,2026-06-22 19:05:04.389394+03:00,7533.75,7545.25,7526.27,7510.75,,,,,2026-06-22 19:10:00+03:00,2026-06-22 19:10:00+03:00,7545.25,STOP_HIT,-172.5,-1.0,LOSS,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7545.25, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
208,REACTIVE_SHORT,SHORT,Variation,,2026-06-22 19:25:10.559002+03:00,7541.75,7541.5,7541.125,7521.75,7502.375,2026-06-22 19:30:00+03:00,,,2026-06-22 19:30:00+03:00,2026-06-22 19:30:00+03:00,7541.5,STOP_HIT,5.62,0.04,WIN,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7551.25, 'variants_passed': ['B_RVOL']}, 'trail_hwm': 7541.25, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7551.25, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
209,REACTIVE_SHORT,SHORT,Variation,,2026-06-22 21:00:05.151290+03:00,7542.75,7542.5,7541.125,7521.75,7502.375,2026-06-22 21:05:00+03:00,,,2026-06-22 21:05:00+03:00,2026-06-22 21:05:00+03:00,7542.5,STOP_HIT,10.62,0.11,WIN,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 3, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7549.25, 'variants_passed': ['B_RVOL']}, 'trail_hwm': 7540.5, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7549.25, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
211,REACTIVE_SHORT,SHORT,Variation,,2026-06-22 22:00:01.501415+03:00,7532.75,7545.5,7524.46,7507.25,,,,,2026-06-22 22:55:00+03:00,2026-06-22 22:55:00+03:00,7545.5,STOP_HIT,-191.25,-1.0,LOSS,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7545.5, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
212,REACTIVE_SHORT,SHORT,Variation,,2026-06-22 22:45:02.349096+03:00,7529.5,7534.75,7525.56,7519.0,,,,,2026-06-22 22:50:00+03:00,2026-06-22 22:50:00+03:00,7534.75,STOP_HIT,-78.75,-1.0,LOSS,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 3, 'pattern': 'REACTIVE_SHORT', 'variant': 'A_VSA', 'stop_initial': 7534.75, 'variants_passed': ['A_VSA', 'B_RVOL', 'C_STRICT']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
218,BEAR_FLAG_SHORT,SHORT,Normal,,2026-06-23 18:20:00.327059+03:00,7446.75,7446.5,7438.35,7422.25,,2026-06-23 18:25:00+03:00,,,2026-06-23 18:30:00+03:00,2026-06-23 18:30:00+03:00,7446.5,STOP_HIT,44.5,0.28,WIN,"{'trigger': 'BEAR_FLAG_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'BEAR_FLAG_SHORT', 'variant': None, 'stop_initial': 7457.25, 'variants_passed': None}, 'trail_hwm': 7436.25, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7457.25, 'pattern_name': 'BEAR_FLAG_SHORT', 'classification': 'BEAR_FLAG_SHORT'}"
219,REACTIVE_SHORT,SHORT,Normal,,2026-06-23 18:20:04.175173+03:00,7446.75,7446.5,7439.6,7424.75,,2026-06-23 18:25:00+03:00,,,2026-06-23 18:30:00+03:00,2026-06-23 18:30:00+03:00,7446.5,STOP_HIT,38.25,0.23,WIN,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 3, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7457.75, 'variants_passed': ['B_RVOL']}, 'trail_hwm': 7436.25, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7457.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
220,REACTIVE_SHORT,SHORT,Normal,,2026-06-23 18:25:01.976067+03:00,7440.0,7457.75,7431.12,7404.5,,,,,2026-06-23 19:00:00+03:00,2026-06-23 19:00:00+03:00,7457.75,STOP_HIT,-266.25,-1.0,LOSS,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7457.75, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
221,REACTIVE_SHORT,SHORT,Normal,,2026-06-23 20:45:01.234583+03:00,7467.75,7460.75,7453.125,7442.25,7415.0,2026-06-23 20:55:00+03:00,,,2026-06-23 21:00:00+03:00,2026-06-23 21:00:00+03:00,7460.75,STOP_HIT,143.12,1.06,WIN,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 3, 'pattern': 'REACTIVE_SHORT', 'variant': 'A_VSA', 'stop_initial': 7476.75, 'variants_passed': ['A_VSA', 'B_RVOL']}, 'trail_hwm': 7451.75, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7476.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
223,REACTIVE_SHORT,SHORT,Normal,,2026-06-23 20:55:04.963505+03:00,7456.25,7456.0,7453.125,7442.25,7415.0,2026-06-23 21:00:00+03:00,,,2026-06-23 21:00:00+03:00,2026-06-23 21:00:00+03:00,7456.0,STOP_HIT,18.12,0.09,WIN,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7469.75, 'variants_passed': ['B_RVOL']}, 'trail_hwm': 7451.75, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7469.75, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
224,REACTIVE_SHORT,SHORT,Normal,,2026-06-23 21:30:06.538604+03:00,7448.25,7444.75,7442.81,7433.75,,2026-06-23 21:40:00+03:00,,,2026-06-23 21:40:00+03:00,2026-06-23 21:40:00+03:00,7444.75,STOP_HIT,62.2,0.57,WIN,"{'trigger': 'REACTIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_SHORT', 'variant': 'B_RVOL', 'stop_initial': 7455.5, 'variants_passed': ['B_RVOL']}, 'trail_hwm': 7437.5, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7455.5, 'pattern_name': 'REACTIVE_SHORT', 'classification': 'REACTIVE_SHORT'}"
226,REACTIVE_LONG,LONG,Normal,,2026-06-23 21:50:05.345738+03:00,7435.5,7429.5,7453.125,7450.25,7491.25,,,,2026-06-23 21:55:00+03:00,2026-06-23 21:55:00+03:00,7429.5,STOP_HIT,-90.0,-1.0,LOSS,"{'trigger': 'REACTIVE_LONG', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_LONG', 'variant': 'B_RVOL', 'stop_initial': 7429.5, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_LONG', 'classification': 'REACTIVE_LONG'}"
230,INITIATIVE_LONG,LONG,Variation,,2026-06-24 17:55:03.379981+03:00,7481.0,7492.75,7490.5,7508.5,7526.5,2026-06-24 18:00:00+03:00,,,2026-06-24 18:00:00+03:00,2026-06-24 18:00:00+03:00,7492.75,STOP_HIT,165.0,4.89,WIN,"{'trigger': 'INITIATIVE_LONG', 'day_type': None, 'metadata': {'sizing': 1, 'pattern': 'INITIATIVE_LONG', 'variant': None, 'stop_initial': 7478.75, 'variants_passed': None}, 'trail_hwm': 7495.0, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7478.75, 'pattern_name': 'INITIATIVE_LONG', 'classification': 'INITIATIVE_LONG'}"
231,BULL_FLAG_LONG,LONG,Variation,,2026-06-24 18:00:03.881687+03:00,7493.75,7478.0,7505.8775,7537.25,,,,,2026-06-24 18:10:00+03:00,2026-06-24 18:10:00+03:00,7478.0,STOP_HIT,-236.25,-1.0,LOSS,"{'trigger': 'BULL_FLAG_LONG', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'BULL_FLAG_LONG', 'variant': None, 'stop_initial': 7478.0, 'variants_passed': None}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'BULL_FLAG_LONG', 'classification': 'BULL_FLAG_LONG'}"
232,REACTIVE_LONG,LONG,Variation,,2026-06-24 18:20:01.990772+03:00,7488.75,7489.0,7490.5,7508.5,7526.5,2026-06-24 18:25:00+03:00,,,2026-06-24 18:25:00+03:00,2026-06-24 18:25:00+03:00,7489.0,STOP_HIT,11.25,0.06,WIN,"{'trigger': 'REACTIVE_LONG', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_LONG', 'variant': 'B_RVOL', 'stop_initial': 7475.5, 'variants_passed': ['B_RVOL']}, 'trail_hwm': 7490.75, 'blocked_by': None, 'confidence': 0.75, 'initial_stop': 7475.5, 'pattern_name': 'REACTIVE_LONG', 'classification': 'REACTIVE_LONG'}"
233,BULL_FLAG_LONG,LONG,Variation,,2026-06-24 18:30:03.260170+03:00,7493.75,7478.25,7505.84,7542.5,,,,,2026-06-24 18:40:00+03:00,2026-06-24 18:40:00+03:00,7478.25,STOP_HIT,-232.5,-1.0,LOSS,"{'trigger': 'BULL_FLAG_LONG', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'BULL_FLAG_LONG', 'variant': None, 'stop_initial': 7478.25, 'variants_passed': None}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'BULL_FLAG_LONG', 'classification': 'BULL_FLAG_LONG'}"
235,REACTIVE_LONG,LONG,Variation,,2026-06-24 18:50:04.511644+03:00,7483.5,7473.75,7490.5,7508.5,7526.5,,,,2026-06-24 19:30:00+03:00,2026-06-24 19:30:00+03:00,7473.75,STOP_HIT,-146.25,-1.0,LOSS,"{'trigger': 'REACTIVE_LONG', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_LONG', 'variant': 'B_RVOL', 'stop_initial': 7473.75, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_LONG', 'classification': 'REACTIVE_LONG'}"
236,REACTIVE_LONG,LONG,Variation,,2026-06-24 19:15:04.053514+03:00,7481.25,7473.75,7490.5,7508.5,7526.5,,,,2026-06-24 19:30:00+03:00,2026-06-24 19:30:00+03:00,7473.75,STOP_HIT,-112.5,-1.0,LOSS,"{'trigger': 'REACTIVE_LONG', 'day_type': None, 'metadata': {'sizing': 2, 'pattern': 'REACTIVE_LONG', 'variant': 'B_RVOL', 'stop_initial': 7473.75, 'variants_passed': ['B_RVOL']}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'REACTIVE_LONG', 'classification': 'REACTIVE_LONG'}"
237,INITIATIVE_SHORT,SHORT,Variation,,2026-06-24 19:45:00.709455+03:00,7459.5,7462.5,7418.5,7400.5,7382.5,,,,2026-06-24 19:50:00+03:00,2026-06-24 19:50:00+03:00,7462.5,STOP_HIT,-45.0,-1.0,LOSS,"{'trigger': 'INITIATIVE_SHORT', 'day_type': None, 'metadata': {'sizing': 3, 'pattern': 'INITIATIVE_SHORT', 'variant': None, 'stop_initial': 7462.5, 'variants_passed': None}, 'blocked_by': None, 'confidence': 0.75, 'pattern_name': 'INITIATIVE_SHORT', 'classification': 'INITIATIVE_SHORT'}"
